,diseaseNID,diseaseName
29443,29444,"Vaginal Dryness, CTCAE 5.0"
29444,29445,"Ventricular Arrhythmia, CTCAE 5.0"
29445,29446,"Memory Impairment, CTCAE 5.0"
29446,29447,"Superficial Thrombophlebitis, CTCAE"
29447,29448,"Hyperkeratosis, CTCAE"
29448,29449,"Urinary Urgency, CTCAE 5"
29449,29450,Uveoretinal Coloboma
29450,29451,Isomerism (body)
29451,29452,"Nystagmus, CTCAE 5.0"
29452,29453,"Body Odor, CTCAE"
29453,29454,"Bone Pain, CTCAE 5.0"
29454,29455,Childhood Brain Glioblastoma
29455,29456,"Diabetes Mellitus, Sudden-Onset"
29456,29457,Leukoencephalopathy with mild cerebellar ataxia and white matter edema
29457,29458,"Hepatic Necrosis, CTCAE 5.0"
29458,29459,"Paroxysmal Atrial Tachycardia, CTCAE"
29459,29460,Duchenne or Becker muscular dystrophy
29460,29461,IgE-mediated food allergy
29461,29462,"FANCONI ANEMIA, COMPLEMENTATION GROUP S"
29462,29463,"AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 3"
29463,29464,Amyloidosis cutis dyschromia
29464,29465,"Hypermagnesemia, CTCAE"
29465,29466,"Generalized Edema, CTCAE"
29466,29467,Stage IS Testicular Cancer AJCC v8
29467,29468,Stage A Chronic Lymphocytic Leukemia
29468,29469,Refractory B Acute Lymphoblastic Leukemia
29469,29470,Pulmonary Artery Intimal Sarcoma
29470,29471,Recurrent Malignant Glioma
29471,29472,Refractory Rhabdomyosarcoma
29472,29473,Cerebral Adrenoleukodystrophy
29473,29474,Refractory Ewing Sarcoma
29474,29475,Refractory Osteosarcoma
29475,29476,Metastatic Bile Duct Carcinoma
29476,29477,Advanced Bile Duct Carcinoma
29477,29478,Refractory Thyroid Gland Carcinoma
29478,29479,Zellweger Spectrum Disorder
29479,29480,Refractory Glioblastoma
29480,29481,Metastatic Genitourinary System Carcinoma
29481,29482,Refractory Glioma
29482,29483,Steroid Refractory Graft Versus Host Disease
29483,29484,Platinum-Resistant Ovarian Carcinoma
29484,29485,Advanced Lung Non-Squamous Non-Small Cell Carcinoma
29485,29486,Refractory Breast Carcinoma
29486,29487,Refractory Colorectal Carcinoma
29487,29488,Refractory Melanoma
29488,29489,Childhood Malignant Solid Neoplasm
29489,29490,Recurrent Craniopharyngioma
29490,29491,"PROTOPORPHYRIA, ERYTHROPOIETIC, 1"
29491,29492,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 1"
29492,29493,MANDIBULOFACIAL DYSOSTOSIS WITH MENTAL RETARDATION
29493,29494,SHWACHMAN-DIAMOND SYNDROME 1
29494,29495,"MENTAL RETARDATION, X-LINKED 107"
29495,29496,"BLEPHAROSPASM, BENIGN ESSENTIAL, SUSCEPTIBILITY TO"
29496,29497,"SEIZURES, BENIGN FAMILIAL INFANTILE, 6"
29497,29498,"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL RECESSIVE"
29498,29499,ALKURAYA-KUCINSKAS SYNDROME
29499,29500,IMMUNODEFICIENCY 55
29500,29501,NK cell deficiency
29501,29502,"EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 2"
29502,29503,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 58"
29503,29504,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 55, WITH SEIZURES"
29504,29505,DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES
29505,29506,AMYOTROPHIC LATERAL SCLEROSIS 23
29506,29507,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 56"
29507,29508,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, EPILEPSY, AND BRAIN ATROPHY"
29508,29509,NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAIT ABNORMALITIES
29509,29510,"NEURODEVELOPMENTAL DISORDER WITH MOVEMENT ABNORMALITIES, ABNORMAL GAIT, AND AUTISTIC FEATURES"
29510,29511,SHORT-RIB THORACIC DYSPLASIA 18 WITH POLYDACTYLY
29511,29512,RETINITIS PIGMENTOSA 81
29512,29513,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34
29513,29514,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35
29514,29515,POLYCYSTIC LIVER DISEASE 3 WITH OR WITHOUT KIDNEY CYSTS
29515,29516,POLYCYSTIC LIVER DISEASE 4 WITH OR WITHOUT KIDNEY CYSTS
29516,29517,"SHORT STATURE, FACIAL DYSMORPHISM, AND SKELETAL ANOMALIES WITH OR WITHOUT CARDIAC ANOMALIES"
29517,29518,LEBER CONGENITAL AMAUROSIS WITH EARLY-ONSET DEAFNESS
29518,29519,"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE G"
29519,29520,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 19
29520,29521,"AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 24"
29521,29522,SHORT-RIB THORACIC DYSPLASIA 19 WITH OR WITHOUT POLYDACTYLY
29522,29523,MULTIPLE SYNOSTOSES SYNDROME 4
29523,29524,"LEUKODYSTROPHY, HYPOMYELINATING, 14"
29524,29525,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 8"
29525,29526,NEURODEVELOPMENTAL DISORDER WITH POOR LANGUAGE AND LOSS OF HAND SKILLS
29526,29527,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 59"
29527,29528,"ERYTHROCYTOSIS, FAMILIAL, 5"
29528,29529,DIAMOND-BLACKFAN ANEMIA-LIKE
29529,29530,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 5"
29530,29531,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CATARACTS, AND RENAL ABNORMALITIES"
29531,29532,"MICROCEPHALY 20, PRIMARY, AUTOSOMAL RECESSIVE"
29532,29533,"HYPOTONIA, ATAXIA, DEVELOPMENTAL DELAY, AND TOOTH ENAMEL DEFECT SYNDROME"
29533,29534,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 7
29534,29535,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 8
29535,29536,"AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 25"
29536,29537,"EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 10"
29537,29538,SHORT-RIB THORACIC DYSPLASIA 20 WITH POLYDACTYLY
29538,29539,OROFACIODIGITAL SYNDROME XVII
29539,29540,OROFACIODIGITAL SYNDROME XVIII
29540,29541,KERATOCONUS 9
29541,29542,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 60"
29542,29543,SPINOCEREBELLAR ATAXIA 47
29543,29544,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 61"
29544,29545,"EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 4"
29545,29546,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 62"
29546,29547,SHWACHMAN-DIAMOND SYNDROME 2
29547,29548,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36
29548,29549,"LEUKODYSTROPHY, HYPOMYELINATING, 15"
29549,29550,"OSTEOGENESIS IMPERFECTA, TYPE XVIII"
29550,29551,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6
29551,29552,BETA-GLUCOPYRANOSIDE TASTING
29552,29553,SPERMATOGENIC FAILURE 24
29553,29554,Microcephalic sperm head
29554,29555,SPERMATOGENIC FAILURE 25
29555,29556,"LEUKODYSTROPHY, HYPOMYELINATING, 16"
29556,29557,SPERMATOGENIC FAILURE 27
29557,29558,"RH-NULL, AMORPH TYPE"
29558,29559,"METHEMOGLOBINEMIA, BETA TYPE"
29559,29560,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, DI ROCCO TYPE"
29560,29561,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 63"
29561,29562,NEURODEVELOPMENTAL DISORDER WITH SPASTIC QUADRIPLEGIA AND BRAIN ABNORMALITIES WITH OR WITHOUT SEIZURES
29562,29563,"ERYTHROCYTOSIS, FAMILIAL, 6"
29563,29564,"ERYTHROCYTOSIS, FAMILIAL, 7"
29564,29565,VERVERI-BRADY SYNDROME
29565,29566,"MICROCEPHALY 21, PRIMARY, AUTOSOMAL RECESSIVE"
29566,29567,"MICROCEPHALY 22, PRIMARY, AUTOSOMAL RECESSIVE"
29567,29568,"MICROCEPHALY 23, PRIMARY, AUTOSOMAL RECESSIVE"
29568,29569,JABERI-ELAHI SYNDROME
29569,29570,"DEVELOPMENTAL DELAY, INTELLECTUAL DISABILITY, OBESITY, AND DYSMORPHIC FEATURES"
29570,29571,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 2"
29571,29572,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 3"
29572,29573,"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2"
29573,29574,"DEAFNESS, AUTOSOMAL RECESSIVE 57"
29574,29575,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 64"
29575,29576,CONGENITAL DISORDER OF GLYCOSYLATION WITH DEFECTIVE FUCOSYLATION
29576,29577,"LEUKODYSTROPHY, HYPOMYELINATING, 17"
29577,29578,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 65"
29578,29579,HYPEREKPLEXIA 4
29579,29580,"EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3"
29580,29581,"DEAFNESS, AUTOSOMAL RECESSIVE 109"
29581,29582,PREMATURE OVARIAN FAILURE 14
29582,29583,"PROTOPORPHYRIA, ERYTHROPOIETIC, 2"
29583,29584,"DRUG METABOLISM, ALTERED, CYP2C8-RELATED"
29584,29585,POLYCYSTIC KIDNEY DISEASE 3 WITH POLYCYSTIC LIVER DISEASE
29585,29586,POLYCYSTIC KIDNEY DISEASE 3 WITHOUT POLYCYSTIC LIVER DISEASE
29586,29587,"NEURODEVELOPMENTAL DISORDER WITH HYPERKINETIC MOVEMENTS WITHOUT SEIZURES, AUTOSOMAL RECESSIVE"
29587,29588,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC"
29588,29589,"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 1"
29589,29590,"CILIARY DYSKINESIA, PRIMARY, 7, WITH SITUS INVERSUS"
29590,29591,POLYCYSTIC LIVER DISEASE 4 WITH KIDNEY CYSTS
29591,29592,MICROTIA WITHOUT HEARING IMPAIRMENT
29592,29593,SHORT-RIB THORACIC DYSPLASIA 19 WITHOUT POLYDACTYLY
29593,29594,"SHORT-RIB THORACIC DYSPLASIA 20/7 WITH POLYDACTYLY, DIGENIC (1 patient)"
29594,29595,SHORT-RIB THORACIC DYSPLASIA 4 WITH POLYDACTYLY
29595,29596,SHORT-RIB THORACIC DYSPLASIA 7 WITHOUT POLYDACTYLY
29596,29597,"HEMOGLOBIN M (RADOM) METHEMOGLOBINEMIA, BETA TYPE"
29597,29598,Taq1A POLYMORPHISM
29598,29599,Trauma symptoms
29599,29600,Dolichocephalic
29600,29601,Atypical scrapie
29601,29602,Nor98
29602,29603,Metastatic Malignancy
29603,29604,T-cell lymphoblastic leukemia/lymphoma
29604,29605,ST-segment elevation myocardial infarction (STEMI)
29605,29606,Fuchs
29606,29607,Nonprogressive/congenital
29607,29608,Cardioembolism (high-risk/medium-risk)
29608,29609,Stroke of undetermined etiology
29609,29610,Large-artery atherosclerosis (embolus/thrombosis)
29610,29611,Non-ST-segment elevation myocardial infarction (NSTEMI)
29611,29612,Chronic wasting disease (CWD)
29612,29613,Thiel-behnke
29613,29614,Type IV atherosclerotic lesion
29614,29615,Increased proportion of HLA DR+ T cells
29615,29616,Choroidal vascular hyperpermeability
29616,29617,Impaired nasal mucociliary clearance
29617,29618,Abnormality of fundus pigmentation
29618,29619,Aborted sudden cardiac death
29619,29620,Abnormal aortic valve physiology
29620,29621,Atherosclerotic lesion
29621,29622,Severe Epstein Barr virus infection
29622,29623,Disseminated viral infection
29623,29624,Disseminated cryptosporidium infection
29624,29625,Abnormal ear morphology
29625,29626,Constant exotropia
29626,29627,Mild hypermetropia
29627,29628,Elevated apolipoprotein B level
29628,29629,Elevated apolipoprotein A-II level
29629,29630,Increased waist to hip ratio
29630,29631,Decreased waist to hip ratio
29631,29632,Aortopulmonary collateral arteries
29632,29633,Sleep-wake inversion
29633,29634,Left Isomerism
29634,29635,Optic ataxia
29635,29636,Early chronotype
29636,29637,Elevated hepcidin level
29637,29638,Increased proinsulin:insulin ratio
29638,29639,"Decreased level of 1,5 anhydroglucitol in serum"
29639,29640,Increased level of 3-hydroxy-3-methylglutaric acid in urine
29640,29641,Decreased level of GABA in serum
29641,29642,Decreased level of erythritol in urine
29642,29643,Decreased level of erythritol in CSF
29643,29644,Increased level of D-threitol in plasma
29644,29645,Increased level of D-threitol in CSF
29645,29646,Increased level of D-threitol in urine
29646,29647,Increased level of galactitol in plasma
29647,29648,Increased level of galactitol in urine
29648,29649,Increased level of galactonate in red blood cells
29649,29650,Increased level of galactitol in red blood cells
29650,29651,Increased level of hippuric acid in urine
29651,29652,Increased level of L-fucose in urine
29652,29653,Increased level of L-glutamic acid in blood
29653,29654,Increased level of propylene glycol in blood
29654,29655,Increased level of ribitol in urine
29655,29656,Increased level of ribitol in CSF
29656,29657,Increased level of ribose in urine
29657,29658,Increased level of ribose in CSF
29658,29659,Increased level of xylitol in urine
29659,29660,Increased level of xylitol in CSF
29660,29661,Increased level of L-pyroglutamic acid in urine
29661,29662,Decreased biotinidase activity
29662,29663,Eosinophilic infiltration of the esophagus
29663,29664,Increased troponin I level in blood
29664,29665,Conjunctival dermolipoma
29665,29666,Periocular capillary hemangioma
29666,29667,Superior rectus muscle underaction
29667,29668,Opium Use
29668,29669,Primary Neurolymphomatosis
29669,29670,Craniofacial Fibrous Dysplasia
29670,29671,"Urinary Bladder, Underactive"
29671,29672,Myelodysplastic Syndrome Acute Myeloid Leukemia
29672,29673,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
29673,29674,"Mammary Carcinoma, Human"
29674,29675,Genital Vulvovaginal Candidiasis
29675,29676,Fibrocystic Dysplasia of Bone
29676,29677,Fibrocartilaginous Dysplasia of Bone
29677,29678,Maternal Sepsis
29678,29679,Infant Overweight
29679,29680,Adolescent Overweight
29680,29681,2q33.1 microdeletion syndrome
29681,29682,Sickle cell hepatopathy
29682,29683,Acute necrotizing encephalopathy of childhood
29683,29684,Congenital myopathy with myasthenic-like onset
29684,29685,X-linked Charcot-Marie-Tooth disease type 6
29685,29686,Autosomal recessive cerebellar ataxia with late-onset spasticity
29686,29687,Progressive myoclonic epilepsy with dystonia
29687,29688,Spectrin-associated autosomal recessive cerebellar ataxia
29688,29689,Familial progressive hyper and hypopigmentation
29689,29690,X-linked Charcot-Marie-Tooth disease type 1
29690,29691,X-linked Charcot-Marie-Tooth disease type 5
29691,29692,Distal monosomy 13q syndrome
29692,29693,Distal monosomy 3p syndrome
29693,29694,Hyperphalangy
29694,29695,Severe combined immunodeficiency due to CTPS1 deficiency
29695,29696,Startle epilepsy
29696,29697,Idiopathic CD4 lymphocytopenia
29697,29698,Familial hyperprolactinemia
29698,29699,Familial vesicoureteral reflux
29699,29700,"Hypotonia, speech impairment, severe cognitive delay syndrome"
29700,29701,Invasive non-typhoidal salmonellosis
29701,29702,KLHL9-related early-onset distal myopathy
29702,29703,Limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies
29703,29704,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)
29704,29705,"Segmental outgrowth, lipomatosis, arteriovenous malformation, epidermal nevus syndrome"
29705,29706,SHOX-related short stature
29706,29707,Male infertility with teratozoospermia due to single gene mutation
29707,29708,Aneurysm of left subclavian artery
29708,29709,Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency
29709,29710,Familial isolated trichomegaly
29710,29711,Mosaic trisomy 2 syndrome
29711,29712,Tetrasomy 21
29712,29713,Distal 17p13.3 microdeletion syndrome
29713,29714,Autosomal recessive myogenic arthrogryposis multiplex congenita
29714,29715,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation
29715,29716,Acute myeloid leukemia with CEBPA somatic mutations
29716,29717,Acquired cystic disease associated renal cell carcinoma
29717,29718,"Tibial hemimelia, polysyndactyly, triphalangeal thumb syndrome"
29718,29719,Inherited acute myeloid leukemia
29719,29720,Striate palmoplantar keratoderma
29720,29721,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency
29721,29722,Familial thoracic aortic aneurysm and aortic dissection
29722,29723,Biallelic RPE65 mutation associated retinal dystrophy
29723,29724,Non-herpetic acute limbic encephalitis
29724,29725,BAP1 tumor predisposition syndrome
29725,29726,Spinocerebellar ataxia with axonal neuropathy type 1
29726,29727,HIVEP2-related intellectual disability
29727,29728,Ring chromosome 2 syndrome
29728,29729,Ring chromosome 3 syndrome
29729,29730,Ring chromosome 5 syndrome
29730,29731,Autoimmune encephalopathy with parasomnia and obstructive sleep apnea
29731,29732,Bilateral polymicrogyria
29732,29733,Molluscum contagiosum skin infection
29733,29734,Acute encephalopathy with biphasic seizures and late reduced diffusion
29734,29735,Juvenile overlap myositis
29735,29736,Idiopathic recurrent pericarditis
29736,29737,Inflammatory myopathy with abundant macrophages
29737,29738,Isochromosomy Yp
29738,29739,Isolated focal cortical dysplasia
29739,29740,X-linked cleft palate and ankyloglossia
29740,29741,1p31p32 microdeletion syndrome
29741,29742,Autosomal recessive spastic paraplegia type 67
29742,29743,X-linked non progressive cerebellar ataxia
29743,29744,Diencephalic mesencephalic junction dysplasia
29744,29745,Familial lambdoid synostosis
29745,29746,Genetic hyperferritinemia without iron overload
29746,29747,Severe early-onset axonal neuropathy due to mitofusin 2 deficiency
29747,29748,Low density lipoprotein receptor adaptor protein 1 mutation
29748,29749,Autosomal recessive congenital methemoglobinemia type I
29749,29750,PURA syndrome
29750,29751,MDA5 deficiency
29751,29752,Trisomy 1q syndrome
29752,29753,Coloboma of choroid and retina
29753,29754,Acroangiodermatitis of skin
29754,29755,Metastatic non-small cell carcinoma
29755,29756,Metastatic gastroesophageal adenocarcinoma
29756,29757,Metastatic castration-resistant prostate cancer
29757,29758,Metastatic human epidermal growth factor 2 positive carcinoma of breast
29758,29759,Abnormal esophagus morphology
29759,29760,Osteolysis
29760,29761,Malignant Pancreatic Insulinoma
29761,29762,Juvenile angiofibroma
29762,29763,Mantle cell lymphoma
29763,29764,Breast cancer stage III
29764,29765,"THYROID CANCER, NONMEDULLARY, 1"
29765,29766,Stage IV Hypopharyngeal Squamous Cell Carcinoma AJCC v7
29766,29767,"NEUROPATHY, CONGENITAL HYPOMYELINATING, 1, AUTOSOMAL RECESSIVE"
29767,29768,"Charcot-Marie-Tooth disease, Type 4E"
29768,29769,Mitral valve dysplasia
29769,29770,Burkitt Leukemia
29770,29771,Intestinal T-Cell Lymphoma
29771,29772,Peripheral Nervous System Diseases
29772,29773,Peripheral dysostosis
29773,29774,"Sarcoma, Myeloid"
29774,29775,"Alveolitis, Fibrosing"
29775,29776,Hamman-Rich Disease
29776,29777,Usual Interstitial Pneumonia
29777,29778,Congenital hypotrichia
29778,29779,"HYPER-IgE RECURRENT INFECTION SYNDROME 1, AUTOSOMAL DOMINANT"
29779,29780,"Lymphoma, Non-Hodgkin, Familial"
29780,29781,PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER)
29781,29782,Autosomal dominant neovascular inflammatory vitreoretinopathy
29782,29783,Autoimmune hepatitis
29783,29784,Theca cell tumor of ovary
29784,29785,stage IV hypopharyngeal cancer
29785,29786,stage IV esophageal cancer
29786,29787,Secondary malignant neoplasm of colon and/or rectum
29787,29788,"Carcinoma, Ovarian Epithelial"
29788,29789,Stage I Esophageal Squamous Cell Carcinoma AJCC v7
29789,29790,Stage II Esophageal Squamous Cell Carcinoma AJCC v7
29790,29791,Stage IV Lung Squamous Cell Carcinoma AJCC v7
29791,29792,Bladder cancer stage IV
29792,29793,Metastatic Renal Cell Carcinoma
29793,29794,Unspecified secondary cataract
29794,29795,Citrullinemia Type 1
29795,29796,Nasopharyngeal cancer stage IV
29796,29797,Postoperative delirium
29797,29798,Postoperative cognitive dysfunction
29798,29799,Ovarian cancer stage IV
29799,29800,Stage IV Ovarian Cancer AJCC v6 and v7
29800,29801,Bifid ribs
29801,29802,"Carcinoma, Basal Cell"
29802,29803,refractory chronic myelocytic leukemia
29803,29804,Adenylosuccinate lyase deficiency type 1
29804,29805,Adenylosuccinate lyase deficiency type 4
29805,29806,Adenylosuccinate lyase deficiency type 3
29806,29807,Adenylosuccinate lyase deficiency type 2
29807,29808,"Marfan Syndrome, Type I"
29808,29809,Hereditary Diffuse Gastric Adenocarcinoma
29809,29810,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 1"
29810,29811,"MYOPATHY, MYOFIBRILLAR, 4"
29811,29812,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2A"
29812,29813,SPERMATOGENIC FAILURE 3
29813,29814,"CATARACT 2, MULTIPLE TYPES"
29814,29815,"HYPOMAGNESEMIA 5, RENAL, WITH OR WITHOUT OCULAR INVOLVEMENT"
29815,29816,POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY 1
29816,29817,HMSN Type V
29817,29818,Fibrothecoma
29818,29819,malignant neoplasm of large intestine stage IIa
29819,29820,malignant neoplasm of large intestine stage IIIb
29820,29821,Familial Idiopathic Pulmonary Fibrosis
29821,29822,Kynurenine Measurement
29822,29823,Grade 3 Teratoma
29823,29824,Malignant neoplasm of colon and/or rectum
29824,29825,High grade glioma
29825,29826,"MITOCHONDRIAL COMPLEX I DEFICIENCY, MITOCHONDRIAL TYPE 2 (finding)"
29826,29827,"MITOCHONDRIAL COMPLEX I DEFICIENCY, MITOCHONDRIAL TYPE 3 (finding)"
29827,29828,Primary differentiated carcinoma of thyroid gland
29828,29829,E-selectin Measurement
29829,29830,Vascular Endothelial Growth Factor Receptor 2 Measurement
29830,29831,Hypoprothrombinemias
29831,29832,"EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 2"
29832,29833,"ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IV"
29833,29834,Anaplastic Sarcoma of the Kidney
29834,29835,"NEUROPATHY, CONGENITAL HYPOMYELINATING, 2"
29835,29836,"HYPER-IgE RECURRENT INFECTION SYNDROME 2, AUTOSOMAL RECESSIVE"
29836,29837,Metastatic Neuroblastoma
29837,29838,"PROSTATE CANCER, HEREDITARY, 1"
29838,29839,Hereditary Prostate Carcinoma
29839,29840,Generalized Thyroid Hormone Resistance
29840,29841,Extrapulmonary Small Cell Carcinoma
29841,29842,"ENCEPHALITIS/ENCEPHALOPATHY, MILD, WITH REVERSIBLE MYELIN VACUOLIZATION"
29842,29843,PLCG2-associated antibody deficiency and immune dysregulation
29843,29844,Thyroid Stimulating Hormone Resistance
29844,29845,Triple-Negative Breast Carcinoma
29845,29846,Blood Vessel Tumors
29846,29847,"EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 1"
29847,29848,Brain Ependymoma
29848,29849,Metastatic Breast Carcinoma
29849,29850,stage IV thymoma
29850,29851,stage IA breast cancer
29851,29852,Malignant Ovarian Teratoma
29852,29853,stage I thymoma
29853,29854,stage IB non-small cell lung cancer
29854,29855,stage II thymoma
29855,29856,Metastatic Soft Tissue Sarcoma
29856,29857,Obstructive apnea
29857,29858,Refractory Head and Neck Squamous Cell Carcinoma
29858,29859,Refractory Synovial Sarcoma
29859,29860,Refractory Sarcoma
29860,29861,Recurrent Sarcoma
29861,29862,HyperCKmia
29862,29863,Moderate Hepatic Insufficiency
